Fz,FCz,Cz,FC3,FC4,C3,C4,CP3,CP4,subject,condition
3.851360126213592,3.6615361456310684,2.8993355922330095,4.000451941747573,3.3897109514563106,4.7592207281553405,3.3102752815533982,3.306319844660194,3.3211989514563114,1.0,1.0
3.903664126213592,3.620603145631068,2.84706159223301,4.042309941747573,3.3541029514563108,4.77688172815534,3.3297162815533983,3.346529844660194,3.283357951456311,1.0,1.0
3.9821751262135923,3.713543145631068,2.9484315922330095,4.047680941747573,3.4091949514563114,4.72304972815534,3.385743281553398,3.311192844660194,3.390931951456311,1.0,1.0
3.9127461262135923,3.7430471456310683,3.1339845922330096,3.9789379417475725,3.4037489514563104,4.79374172815534,3.5218732815533986,3.359741844660194,3.612768951456311,1.0,1.0
3.8286691262135917,3.6355031456310685,3.0213105922330095,3.7859249417475724,3.3125749514563108,4.729922728155341,3.499483281553398,3.238713844660194,3.6260859514563113,1.0,1.0
3.7636281262135918,3.4568151456310683,2.69214959223301,3.731730941747573,3.1099849514563105,4.505796728155341,3.3254882815533984,3.0858658446601934,3.4176009514563113,1.0,1.0
3.571067126213592,3.235418145631068,2.42613959223301,3.6672909417475728,2.8119769514563107,4.25701972815534,3.0762512815533984,2.943148844660194,3.111694951456311,1.0,1.0
3.2081601262135915,2.9605501456310686,2.10349559223301,3.2727759417475735,2.4555119514563106,3.8390977281553402,2.7966422815533987,2.611832844660194,2.765451951456311,1.0,1.0
2.989427126213592,2.814537145631068,1.9652485922330099,3.0102909417475727,2.396911951456311,3.7302327281553405,2.6612962815533985,2.433775844660194,2.675834951456311,1.0,1.0
3.037182126213592,2.9431731456310684,2.23481859223301,3.2182789417475726,2.564580951456311,4.0561087281553405,2.8474922815533983,2.652600844660194,2.920235951456311,1.0,1.0
3.156991126213592,3.0725161456310683,2.4764355922330097,3.442989941747573,2.669854951456311,4.29931472815534,2.920746281553398,2.918396844660194,3.133590951456311,1.0,1.0
3.1903031262135912,3.2061861456310687,2.6179915922330097,3.5635569417475725,2.7804919514563107,4.4898017281553395,2.9769442815533984,3.085714844660194,3.3038589514563115,1.0,1.0
3.253485126213592,3.321940145631068,2.7370265922330095,3.4846559417475724,2.892096951456311,4.64765772815534,3.123793281553398,3.2074258446601944,3.469525951456311,1.0,1.0
3.3402231262135915,3.3737891456310685,2.8099085922330094,3.5455589417475726,2.9035929514563104,4.71670072815534,3.2187852815533984,3.343772844660194,3.5791409514563113,1.0,1.0
3.201832126213592,3.2369341456310683,2.68806759223301,3.656876941747573,2.6512099514563108,4.57379472815534,2.953670281553398,3.211065844660194,3.4574349514563107,1.0,1.0
3.0552861262135917,3.0405601456310682,2.42083059223301,3.5423499417475726,2.368000951456311,4.469609728155341,2.673462281553398,3.087470844660194,3.184488951456311,1.0,1.0
2.7866041262135917,2.685826145631068,2.0025605922330096,3.1836549417475726,2.0159429514563105,4.08873672815534,2.315929281553398,2.787866844660194,2.797723951456311,1.0,1.0
2.749499126213592,2.5229061456310684,1.8312145922330096,3.063975941747573,1.9000639514563107,3.8808527281553404,2.142438281553398,2.5824588446601937,2.5861019514563113,1.0,1.0
3.060148126213592,2.7043731456310685,2.14038659223301,3.1850189417475723,2.1549959514563106,4.05155372815534,2.3771282815533983,2.695926844660194,2.767808951456311,1.0,1.0
3.071784126213592,2.7665001456310683,2.23566359223301,3.284117941747573,2.268014951456311,4.14258872815534,2.605575281553399,2.805847844660194,2.9476689514563112,1.0,1.0
3.0315721262135917,2.785698145631068,2.21341259223301,3.4269519417475727,2.391009951456311,4.2294517281553405,2.7660342815533983,2.826855844660194,3.0441069514563113,1.0,1.0
3.319499126213592,3.0622711456310685,2.55002959223301,3.723619941747573,2.697306951456311,4.60567272815534,3.068016281553398,3.084968844660194,3.3652289514563107,1.0,1.0
3.6896891262135916,3.470333145631068,2.9459845922330095,3.980174941747573,3.0820219514563103,4.95524272815534,3.2913282815533984,3.458734844660194,3.6749869514563107,1.0,1.0
3.707849126213592,3.5282181456310684,2.95099459223301,3.9999339417475728,3.046238951456311,4.8708517281553405,3.1651332815533983,3.3877038446601944,3.5509949514563113,1.0,1.0
3.805872126213592,3.6543671456310682,3.1349065922330097,4.077181941747572,3.1073929514563106,4.86405372815534,3.353797281553398,3.337410844660194,3.6541709514563108,1.0,1.0
3.9091471262135924,3.8589161456310683,3.5021785922330095,4.187931941747573,3.3669829514563103,5.00791572815534,3.660371281553398,3.567899844660194,3.996872951456311,1.0,1.0
3.7123921262135924,3.720766145631068,3.3772275922330097,4.0821619417475725,3.108700951456311,4.88571572815534,3.345310281553398,3.367745844660194,3.696937951456311,1.0,1.0
3.5195281262135922,3.5365311456310677,3.19516159223301,3.8104459417475725,2.758462951456311,4.71797172815534,2.9846342815533986,2.998421844660194,3.354810951456311,1.0,1.0
3.4501121262135914,3.495273145631068,3.26728959223301,3.666365941747573,2.6814929514563106,4.58563372815534,2.9179322815533983,2.9064218446601937,3.294899951456311,1.0,1.0
3.2772361262135923,3.4337481456310686,3.16440459223301,3.486399941747573,2.6866519514563105,4.31492372815534,2.7910982815533987,2.7349168446601935,3.1243849514563107,1.0,1.0
3.385187126213592,3.589349145631068,3.2550325922330097,3.447648941747573,2.8799039514563107,4.281373728155341,3.0192692815533984,2.7752908446601943,3.216497951456311,1.0,1.0
3.7883071262135917,3.9589251456310683,3.7075955922330097,3.7219239417475727,3.308171951456311,4.66393272815534,3.420441281553398,3.180567844660194,3.5241929514563113,1.0,1.0
4.203879126213592,4.365028145631069,4.14740859223301,4.007866941747572,3.655567951456311,5.01245172815534,3.7877252815533984,3.5935828446601943,3.833386951456311,1.0,1.0
4.338926126213592,4.341521145631068,4.0977675922330095,3.912820941747573,3.640128951456311,4.87849472815534,3.8330922815533985,3.636980844660194,3.839564951456311,1.0,1.0
4.253611126213592,4.189182145631068,3.79444559223301,3.683332941747573,3.5363119514563106,4.76401672815534,3.7024382815533983,3.423477844660194,3.7128999514563112,1.0,1.0
4.076657126213592,4.0747601456310685,3.56075459223301,3.571322941747573,3.360916951456311,4.48355072815534,3.4806172815533984,3.2819728446601943,3.561104951456311,1.0,1.0
4.134262126213592,4.286459145631068,3.70134359223301,3.6816489417475724,3.6114279514563106,4.51259372815534,3.5788172815533983,3.4503148446601943,3.634545951456311,1.0,1.0
4.119093126213592,4.2722681456310685,3.8077625922330096,3.689127941747573,3.5895319514563107,4.62690972815534,3.542923281553398,3.515950844660194,3.634817951456311,1.0,1.0
4.007731126213592,4.172565145631069,3.82208159223301,3.647352941747573,3.332537951456311,4.74423672815534,3.360027281553398,3.5727978446601942,3.520848951456311,1.0,1.0
4.0320501262135915,4.147422145631068,3.7856305922330096,3.784712941747573,3.2791859514563106,4.92676172815534,3.284524281553398,3.723923844660194,3.4458139514563113,1.0,1.0
4.055423126213592,4.150639145631068,3.8618045922330095,3.8656609417475725,3.2880649514563105,4.92189372815534,3.358727281553398,3.797304844660194,3.515586951456311,1.0,1.0
4.127043126213592,4.188624145631068,3.8775865922330097,3.9571449417475733,3.273640951456311,5.0437557281553405,3.481867281553398,3.8180848446601936,3.576552951456311,1.0,1.0
4.173968126213592,4.232511145631068,3.8402535922330094,4.014735941747573,3.3109979514563106,5.14231372815534,3.5399422815533983,3.932183844660194,3.6514959514563112,1.0,1.0
4.198966126213592,4.280309145631068,3.9075485922330095,3.941086941747573,3.315133951456311,5.2187507281553405,3.558139281553398,4.012229844660194,3.7318329514563104,1.0,1.0
4.094952126213592,4.277576145631068,4.04323759223301,3.831334941747573,3.4052279514563106,5.37036972815534,3.613721281553398,4.203033844660194,3.848170951456311,1.0,1.0
4.140004126213592,4.348903145631068,4.237296592233009,4.037257941747573,3.5384219514563107,5.4617607281553395,3.7027442815533984,4.431029844660194,4.048630951456311,1.0,1.0
3.969695126213592,4.221531145631069,4.11493759223301,4.082647941747573,3.392002951456311,5.420398728155341,3.5836312815533984,4.422596844660194,3.948407951456311,1.0,1.0
3.9185331262135916,4.223370145631068,4.01645559223301,4.0676739417475725,3.2311679514563103,5.318776728155339,3.413921281553398,4.333350844660194,3.782621951456311,1.0,1.0
4.128085126213592,4.293069145631068,4.09670559223301,4.265034941747573,3.3201089514563105,5.43948672815534,3.423833281553398,4.433033844660194,3.8389209514563105,1.0,1.0
4.381000126213592,4.400219145631068,4.27763959223301,4.474358941747573,3.5385129514563105,5.820339728155341,3.7024852815533986,4.689876844660194,4.059231951456311,1.0,1.0
4.356300126213592,4.368748145631068,4.29615559223301,4.347016941747572,3.578292951456311,5.81699172815534,3.7259212815533984,4.720325844660194,4.146316951456311,1.0,1.0
4.134835126213591,4.158091145631069,4.00218859223301,4.023158941747573,3.4034269514563107,5.47789372815534,3.5617942815533983,4.447666844660194,4.003166951456311,1.0,1.0
4.222006126213592,4.228371145631069,3.92005959223301,4.091268941747573,3.5180349514563107,5.36345072815534,3.7901302815533984,4.457480844660194,4.093103951456311,1.0,1.0
4.276546126213592,4.315143145631068,3.89187159223301,4.162888941747573,3.677198951456311,5.41844572815534,3.9442012815533984,4.506935844660194,4.238326951456312,1.0,1.0
4.005547126213592,4.039467145631068,3.7204015922330096,4.019146941747573,3.4877029514563107,5.21447972815534,3.658077281553398,4.335461844660194,4.049816951456311,1.0,1.0
4.072814126213592,4.054390145631068,3.75505259223301,4.056512941747573,3.5512809514563104,5.2388747281553405,3.7145532815533984,4.287661844660194,4.068722951456311,1.0,1.0
4.130629126213592,4.070952145631068,3.7468775922330098,4.065000941747573,3.649494951456311,5.21854672815534,3.7175832815533982,4.2052108446601935,4.021942951456311,1.0,1.0
4.097154126213592,4.014080145631069,3.64413059223301,4.040352941747573,3.5487989514563107,5.09913472815534,3.6170302815533977,4.109769844660194,3.8478149514563107,1.0,1.0
4.241636126213591,4.188811145631068,3.80255459223301,4.116653941747573,3.7076489514563105,5.1628907281553404,3.734888281553398,4.221462844660194,3.921094951456311,1.0,1.0
4.551887126213591,4.470690145631068,4.115533592233009,4.387764941747573,4.027513951456311,5.405711728155341,4.022388281553399,4.3510788446601945,4.2284309514563105,1.0,1.0
4.708474126213591,4.616855145631068,4.313517592233009,4.510595941747573,4.0832369514563105,5.604397728155339,4.127781281553399,4.383042844660194,4.35934595145631,1.0,1.0
4.670619126213592,4.737573145631068,4.44596259223301,4.4628679417475725,4.116083951456311,5.69018472815534,4.221626281553398,4.417983844660194,4.457460951456311,1.0,1.0
4.611349126213592,4.731261145631069,4.49781459223301,4.490807941747573,3.9869139514563106,5.67247872815534,4.204191281553398,4.531531844660194,4.490589951456311,1.0,1.0
4.445479126213592,4.688949145631068,4.545896592233009,4.515752941747573,3.775225951456311,5.62333272815534,4.061796281553398,4.458429844660194,4.404337951456311,1.0,1.0
4.202976126213592,4.562987145631069,4.48646959223301,4.375202941747573,3.5320669514563106,5.52144272815534,3.9342082815533983,4.200167844660195,4.331847951456311,1.0,1.0
4.073147126213592,4.471634145631069,4.43055759223301,4.088754941747573,3.3955189514563107,5.4082077281553405,3.8118162815533982,4.041470844660194,4.289498951456311,1.0,1.0
4.042632126213593,4.495020145631068,4.49791259223301,3.9607929417475725,3.54833095145631,5.299629728155341,3.7901802815533983,3.975274844660194,4.277425951456311,1.0,1.0
4.231874126213592,4.757783145631069,4.90343559223301,4.406716941747573,3.9320439514563104,5.64750372815534,4.184855281553398,4.403520844660194,4.628780951456311,1.0,1.0
4.524647126213591,5.068995145631068,5.244856592233009,4.863076941747573,4.152295951456311,6.10020972815534,4.493603281553398,4.794496844660194,4.926448951456311,1.0,1.0
4.7859591262135925,5.374575145631067,5.49128459223301,4.960207941747573,4.4268469514563105,6.26149272815534,4.769431281553398,4.913246844660194,5.1429599514563105,1.0,1.0
4.715963126213592,5.343169145631069,5.44540559223301,4.753696941747573,4.406216951456311,6.1410507281553395,4.670917281553399,4.699513844660194,5.0158639514563115,1.0,1.0
4.673643126213592,5.2250881456310685,5.37452759223301,4.741492941747573,4.30677495145631,5.99794272815534,4.440752281553398,4.454176844660194,4.79657895145631,1.0,1.0
4.704330126213592,5.198124145631068,5.436757592233009,4.7861449417475725,4.336078951456311,6.0157527281553405,4.437657281553398,4.413230844660194,4.74101095145631,1.0,1.0
4.581782126213592,5.042952145631068,5.2991515922330095,4.667186941747572,4.07766395145631,6.034488728155341,4.292880281553398,4.4276658446601935,4.497776951456311,1.0,1.0
4.339591126213592,4.798984145631068,5.0054285922330095,4.368650941747573,3.753147951456311,5.8010887281553405,3.9435962815533983,4.248769844660194,4.142906951456311,1.0,1.0
4.294176126213592,4.842219145631068,5.08968659223301,4.374486941747573,3.8135519514563105,5.675340728155341,3.9149082815533984,4.200629844660194,4.071994951456311,1.0,1.0
4.204475126213592,4.807117145631069,5.145188592233009,4.390695941747573,3.8614689514563105,5.65230772815534,3.993781281553398,4.129604844660194,4.122520951456312,1.0,1.0
4.071057126213592,4.728073145631068,5.08214559223301,4.429311941747573,3.8510719514563108,5.6092047281553405,3.983410281553398,4.076934844660194,4.190341951456311,1.0,1.0
3.895584126213592,4.570923145631068,4.85470059223301,4.379120941747573,3.7201299514563106,5.46549572815534,3.8750432815533986,3.8950618446601943,4.039184951456311,1.0,1.0
3.8761581262135922,4.478206145631068,4.66518059223301,4.185021941747573,3.6777629514563106,5.41127572815534,3.8536182815533984,3.7758628446601943,3.951442951456311,1.0,1.0
3.8341471262135918,4.313061145631068,4.46635759223301,3.9710279417475727,3.531987951456311,5.28233472815534,3.6820772815533984,3.5898098446601945,3.7624009514563106,1.0,1.0
3.810353126213592,4.2306161456310685,4.2973405922330095,3.940910941747573,3.3300989514563106,5.15037972815534,3.402280281553398,3.517829844660194,3.619722951456311,1.0,1.0
3.727330126213592,4.017949145631068,3.8948035922330098,3.7460889417475727,3.0909939514563107,4.74659672815534,3.054493281553398,3.2755738446601943,3.283670951456311,1.0,1.0
3.416048126213592,3.652325145631068,3.4189215922330094,3.482625941747573,2.8410559514563105,4.48478072815534,2.7426672815533983,3.065857844660194,2.9616309514563106,1.0,1.0
3.298904126213592,3.561702145631068,3.26058859223301,3.442656941747573,2.8412189514563106,4.52284072815534,2.7867472815533985,3.1516408446601942,3.000696951456311,1.0,1.0
3.384420126213592,3.6210171456310682,3.31978959223301,3.477317941747573,2.907569951456311,4.49841372815534,2.8633792815533985,3.201164844660194,3.091208951456311,1.0,1.0
3.374495126213592,3.622017145631068,3.4188855922330093,3.342237941747573,2.8398839514563106,4.34432372815534,2.8229042815533982,3.0805918446601943,3.071552951456311,1.0,1.0
3.225009126213592,3.482193145631068,3.2668745922330094,3.182148941747573,2.6853719514563106,4.25036372815534,2.750932281553398,3.117815844660194,2.988851951456311,1.0,1.0
2.9519911262135916,3.2585391456310684,3.0011725922330097,3.124142941747573,2.411373951456311,4.16669772815534,2.6456142815533985,3.097173844660194,2.881255951456311,1.0,1.0
2.881872126213592,3.069393145631068,2.77416859223301,3.1205589417475728,2.2226649514563106,3.92431272815534,2.4185082815533985,2.834097844660194,2.7157279514563104,1.0,1.0
2.8232391262135916,2.8340471456310685,2.62574259223301,2.964212941747573,2.109539951456311,3.7434257281553402,2.240759281553398,2.4118068446601937,2.428031951456311,1.0,1.0
2.855890126213592,2.847819145631068,2.72422859223301,2.942838941747573,2.1643469514563107,3.75002972815534,2.3402012815533983,2.2667758446601938,2.336921951456311,1.0,1.0
3.105900126213592,3.101004145631068,2.9267315922330095,3.190574941747573,2.3705749514563106,3.92192272815534,2.6229252815533983,2.581058844660194,2.591385951456311,1.0,1.0
3.280981126213592,3.375417145631068,3.09781459223301,3.3642909417475733,2.616301951456311,4.07041772815534,2.9226322815533985,2.881358844660194,2.8900929514563107,1.0,1.0
3.162386126213592,3.3322951456310683,3.0500645922330096,3.259684941747573,2.7064849514563103,4.050438728155339,2.9445462815533983,2.8076518446601937,2.928923951456311,1.0,1.0
2.9218511262135918,3.1161021456310682,2.86993059223301,3.024869941747573,2.5412159514563104,3.8501307281553405,2.7814612815533986,2.549276844660194,2.865653951456311,1.0,1.0
2.742175126213592,2.8459691456310683,2.636646592233009,2.6928169417475725,2.345891951456311,3.5517417281553403,2.5804602815533983,2.272289844660194,2.7975049514563106,1.0,1.0
2.485796126213592,2.6262661456310683,2.3943495922330094,2.3651959417475727,2.1298579514563105,3.34713772815534,2.4028752815533982,2.0916048446601945,2.695170951456311,1.0,1.0
2.510026126213592,2.6667811456310684,2.45810259223301,2.347448941747573,2.257490951456311,3.39793072815534,2.577296281553398,2.191367844660194,2.835578951456311,1.0,1.0
2.755345126213592,2.8943761456310684,2.8042435922330093,2.5157049417475728,2.6544529514563107,3.5983437281553403,2.8742702815533985,2.521785844660194,3.101509951456311,1.0,1.0
2.711232126213592,2.8267051456310686,2.7885135922330098,2.5692699417475726,2.5294279514563107,3.64150372815534,2.844791281553398,2.6209338446601937,3.080881951456311,1.0,1.0
2.4445291262135918,2.623403145631068,2.50643859223301,2.313880941747573,2.2999379514563105,3.4649207281553402,2.642061281553398,2.236326844660194,2.912060951456311,1.0,1.0
2.270688126213592,2.518081145631068,2.3892775922330096,2.166116941747573,2.2282229514563108,3.30550572815534,2.5764692815533983,2.088156844660194,2.799939951456311,1.0,1.0
2.246411126213592,2.3936761456310682,2.2450185922330097,2.205734941747573,2.0564649514563107,3.04568672815534,2.2517232815533985,2.075398844660194,2.494327951456311,1.0,1.0
2.186150126213592,2.2525721456310683,2.1140125922330095,2.202239941747573,1.9549759514563108,2.96633472815534,2.1312092815533985,1.9052968446601941,2.308761951456311,1.0,1.0
2.1179091262135916,2.181939145631068,1.9969655922330096,1.957396941747573,1.9134039514563106,2.93293772815534,2.0911132815533984,1.7759108446601939,2.2254829514563106,1.0,1.0
2.475035126213592,2.6715241456310683,2.46664659223301,2.300859941747573,2.469747951456311,3.41350372815534,2.5813082815533983,2.2244608446601943,2.6778489514563106,1.0,1.0
3.007936126213592,3.1372851456310684,3.0074955922330098,2.908064941747573,3.151310951456311,4.01773772815534,3.2492502815533983,2.722709844660194,3.233229951456311,1.0,1.0
3.1665451262135917,3.275896145631068,3.10401259223301,3.1237569417475726,3.410687951456311,4.22976772815534,3.5834562815533983,2.881777844660194,3.486505951456311,1.0,1.0
3.270214126213592,3.3975871456310682,3.0431255922330096,3.0815489417475725,3.535500951456311,4.21035972815534,3.6482142815533987,2.8596038446601937,3.532448951456311,1.0,1.0
3.365338126213592,3.409830145631068,3.0083085922330097,3.1292319417475727,3.548733951456311,4.12292672815534,3.6276482815533986,2.7975178446601943,3.461530951456311,1.0,1.0
3.557298126213592,3.5621971456310684,3.08458559223301,3.3072309417475725,3.613828951456311,4.21739172815534,3.659062281553398,2.962265844660194,3.535078951456311,1.0,1.0
3.587147126213592,3.531491145631068,2.9335615922330094,3.3073279417475727,3.579215951456311,4.311351728155341,3.674357281553398,3.1104938446601937,3.568749951456311,1.0,1.0
3.517653126213592,3.4137841456310682,2.8905485922330096,3.3925229417475724,3.4888999514563106,4.30928272815534,3.7119832815533984,3.348434844660194,3.642066951456311,1.0,1.0
3.1829561262135915,3.1323711456310686,2.7158055922330093,3.2712039417475727,3.1732709514563107,4.17260972815534,3.4919122815533985,3.134501844660194,3.423004951456311,1.0,1.0
2.875050126213592,2.8751861456310683,2.4767655922330096,3.003163941747573,2.829617951456311,4.004436728155341,3.152043281553398,2.910536844660194,3.172260951456311,1.0,1.0
2.622768126213592,2.5600561456310684,2.1472425922330096,2.8073349417475724,2.398846951456311,3.7600527281553404,2.811408281553398,2.7740608446601938,2.955126951456311,1.0,1.0
2.6271181262135923,2.4969861456310682,2.1416165922330097,2.8819009417475727,2.2963839514563107,3.7993657281553403,2.8545672815533982,2.919874844660194,3.014089951456311,1.0,1.0
